,sensor_1_mean,sensor_1_std,sensor_1_min,sensor_1_20,sensor_1_40,sensor_1_60,sensor_1_80,sensor_1_max,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_20,sensor_2_40,sensor_2_60,sensor_2_80,sensor_2_max,sensor_3_mean,sensor_3_std,sensor_3_min,sensor_3_20,sensor_3_40,sensor_3_60,sensor_3_80,sensor_3_max,sensor_4_mean,sensor_4_std,sensor_4_min,sensor_4_20,sensor_4_40,sensor_4_60,sensor_4_80,sensor_4_max,sensor_5_mean,sensor_5_std,sensor_5_min,sensor_5_20,sensor_5_40,sensor_5_60,sensor_5_80,sensor_5_max,sensor_6_mean,sensor_6_std,sensor_6_min,sensor_6_20,sensor_6_40,sensor_6_60,sensor_6_80,sensor_6_max,sensor_7_mean,sensor_7_std,sensor_7_min,sensor_7_20,sensor_7_40,sensor_7_60,sensor_7_80,sensor_7_max,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_20,sensor_8_40,sensor_8_60,sensor_8_80,sensor_8_max,sensor_9_mean,sensor_9_std,sensor_9_min,sensor_9_20,sensor_9_40,sensor_9_60,sensor_9_80,sensor_9_max,sensor_10_mean,sensor_10_std,sensor_10_min,sensor_10_20,sensor_10_40,sensor_10_60,sensor_10_80,sensor_10_max
10,-2.566140564323928,290.6894463102935,-1234.0,-233.0,-68.0,68.0,228.0,1442.0,-3.353360777320378,519.0350216835892,-5323.0,-397.0,-117.0,117.0,387.0,3630.0,-0.018533024449592508,231.04981783846185,-1279.0,-185.0,-56.0,55.0,185.0,1229.0,-2.0119998000033332,264.3412984937022,-1573.0,-212.0,-62.0,61.0,206.0,1678.0,1.7210379827002884,256.2664245381404,-1837.0,-191.0,-56.0,58.0,195.0,2382.0,2.5476408726521225,314.7944186308628,-1437.0,-261.0,-80.0,79.0,265.0,1585.0,-0.8327861202313295,415.31080978272814,-3553.0,-302.0,-87.0,86.0,300.0,4132.0,-0.17644705921567974,339.03613969003067,-3787.0,-269.0,-79.0,83.0,271.0,3020.0,1.0263719281742898,293.2485788475447,-1935.0,-232.0,-65.0,70.0,233.0,2053.0,-116.73780436992716,1042.5405675491202,-5174.0,-914.0,-256.0,225.0,722.0,4925.0
11,-7.669088848519191,450.31496175379345,-1598.0,-382.0,-116.0,111.0,372.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3437942700954983,413.04042058479445,-1778.0,-345.0,-105.0,106.0,349.0,1589.0,-1.593723437942701,481.4581892749749,-1878.0,-404.0,-121.0,119.0,401.0,1981.0,-1.734654422426293,228.3437985594323,-1368.0,-183.0,-53.0,53.0,178.0,1614.0,-3.672205463242279,634.1622673645518,-2147.0,-557.0,-166.0,164.0,538.0,2176.0,1.8412526457892369,483.8118205275625,-1606.0,-415.0,-132.0,129.0,420.0,1726.0,-2.7350210829819503,554.8789237317094,-2614.0,-474.0,-140.0,138.0,456.0,2283.0,0.7418043032616123,474.20735049891596,-2039.0,-397.0,-117.0,120.0,400.0,1740.0,-3.781920301328311,761.6233876773512,-3900.0,-628.0,-182.0,182.0,612.0,3489.0
12,-1.0451825802903285,343.31720625174074,-1609.0,-267.0,-80.0,79.0,264.0,1804.0,-3.0843985933567772,1137.5074137238705,-16127.0,-525.0,-141.0,141.0,516.0,15937.0,0.09744837586040232,264.4866922682279,-1231.0,-208.0,-61.0,61.0,209.0,1163.0,1.7906201563307278,324.14769623740557,-1666.0,-242.0,-69.0,69.0,245.0,1512.0,-0.7048715854735754,224.4950169404669,-1747.0,-154.0,-45.0,44.0,152.0,1926.0,0.06429892835119415,197.67012545883625,-931.0,-162.0,-47.0,47.0,163.0,797.0,1.4416593056782387,242.93825100315897,-1352.0,-185.0,-56.0,57.0,190.0,1512.0,0.5760570657155714,226.882208321256,-1112.0,-188.0,-57.0,57.0,190.0,1234.0,-1.4560923984600256,380.41803783415963,-2383.0,-290.0,-84.0,83.0,287.0,1977.0,-5.394976750387493,818.0130657518665,-4455.0,-628.0,-188.0,181.0,621.0,4156.0
13,-0.07806536557724038,246.16050665983104,-1312.0,-195.0,-58.0,56.0,194.0,1382.0,-1.3029949500841653,439.5784794844532,-12434.0,-209.0,-61.0,59.0,207.0,10457.0,-2.0961983966933886,422.27155107313905,-2257.0,-323.0,-93.0,96.0,326.0,2334.0,2.5443575940400995,283.6068673414025,-1529.0,-224.0,-66.0,66.0,230.0,1594.0,0.06578223696271729,130.23957382182905,-1448.0,-83.0,-24.0,24.0,82.0,1293.0,-5.341227646205897,867.896127422569,-11155.0,-638.0,-191.0,187.0,623.0,12295.0,-0.1606806553224113,534.1019658248438,-3269.0,-400.0,-115.0,115.0,406.0,2813.0,1.0197496708388194,679.2552927483152,-4940.0,-567.0,-169.0,166.0,563.0,3512.0,1.9080800340570456,261.2376453471104,-1303.0,-199.0,-59.0,59.0,202.0,1423.0,1.4920218542714407,436.442418933992,-3250.0,-304.0,-89.0,90.0,307.0,3185.0
14,-4.897651705804903,628.5305635432417,-2966.0,-533.0,-160.0,161.0,519.0,2476.0,2.1888135197746705,1681.3772361763993,-8204.0,-1362.0,-404.0,401.0,1368.0,8446.0,-3.435626072898785,612.6124673016622,-3021.0,-501.0,-152.0,145.0,491.0,2889.0,0.6501558307361543,747.6526603914108,-2977.0,-620.0,-190.0,183.0,615.0,2940.0,-0.7197546707554874,357.0930532945822,-1584.0,-290.0,-86.0,85.0,290.0,1602.0,1.0498991683471943,636.5079441321691,-2010.0,-599.0,-200.0,201.0,600.0,2196.0,-1.2814119764670588,513.6615253802642,-2049.0,-425.0,-122.0,123.0,411.0,2619.0,3.4682755287411875,356.93495055967884,-1531.0,-295.0,-88.0,94.0,306.0,1282.0,-1.5360421369450714,684.4726813694273,-2900.0,-568.1999999999989,-172.0,169.0,569.0,2887.0,-16.31504474925418,1103.8465800531992,-4430.0,-934.0,-269.0,272.0,887.0,4593.0
15,-3.3332777787036885,272.173251454663,-1843.0,-210.0,-60.0,59.0,203.0,1551.0,1.1987800203329944,505.2005898345497,-6652.0,-266.0,-72.0,72.0,267.0,4485.0,7.193796770053832,450.2276011184282,-2017.0,-363.0,-109.0,109.0,376.0,2749.0,-1.619123014616423,282.6758473003496,-1519.0,-227.0,-67.0,67.0,227.0,1460.0,-0.12776453725771236,145.12438059339965,-1134.0,-95.0,-27.0,27.0,95.0,966.0,-2.150447492541791,704.0637336315339,-3786.0,-582.0,-173.0,173.0,582.0,3647.0,0.7103881601973301,611.5295521125006,-4774.0,-487.0,-144.0,146.0,487.0,5757.0,3.914484758587357,723.7775054096336,-3128.0,-602.0,-179.0,179.0,600.0,3307.0,-1.8575830311696713,278.21236522074275,-1591.0,-218.0,-64.0,61.0,213.0,1662.0,-4.260460373447452,436.31516960541074,-3194.0,-333.0,-98.0,94.0,320.0,3432.0
16,-0.009633172780453659,236.53448150435543,-1257.0,-178.0,-53.0,54.0,178.0,1488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6561890635156081,195.55425140372077,-1114.0,-151.0,-44.0,44.0,149.0,1280.0,1.2839286011899802,248.16561140336202,-1722.0,-181.0,-54.0,55.0,186.0,2093.0,-0.8350694155097415,185.5734284071468,-2003.0,-142.0,-42.0,41.0,141.0,1422.0,-0.026382893618439693,215.80694386557164,-2564.0,-178.0,-52.0,52.0,178.0,1830.0,-1.64947250879152,218.04031728504245,-2317.0,-173.0,-52.0,49.0,170.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7617539707671539,247.9296836898514,-1828.0,-183.0,-56.0,53.0,182.0,1819.0,6.123531274478759,548.7749448603081,-3951.0,-415.0,-124.0,127.0,430.0,3085.0
17,1.0763653939101014,351.99009048773314,-1864.0,-276.0,-82.0,82.0,279.0,1787.0,-4.556240729321178,1254.2860763960894,-10508.0,-922.0,-265.0,267.0,916.0,7643.0,3.37634372760454,340.4195421530885,-1838.0,-261.0,-74.0,77.0,267.0,1854.0,-5.4169263845602575,498.84579070378237,-2799.0,-385.0,-110.0,111.0,382.0,2363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.111298145030917,531.9732439818038,-2296.0,-461.0,-140.0,133.0,440.0,2166.0,-0.04246595890068499,426.9221840842636,-3046.0,-347.0,-101.0,104.0,343.0,2470.0,3.0285661905634904,581.2484967584506,-5321.0,-450.0,-133.0,133.0,458.0,4131.0,0.8085365243912601,452.959749508123,-2623.0,-356.0,-103.0,106.0,359.0,2259.0,-2.738187696871719,649.8883277942208,-3268.0,-514.0,-153.0,152.0,513.0,3573.0
18,-3.1130981150314163,806.0973772288753,-7052.0,-476.0,-128.0,125.0,460.0,5024.0,-1.7783703604939918,1069.782257913338,-8397.0,-568.0,-158.0,153.0,574.0,10632.0,-3.82833619439676,702.7683554090762,-5748.0,-424.0,-120.0,116.0,413.0,5094.0,-0.08861518974683755,705.422713718906,-4917.0,-458.0,-130.0,134.0,462.0,4053.0,-0.778448165196501,438.5205030501631,-4745.0,-251.0,-70.0,69.0,244.0,4764.0,2.5428242862618955,1116.0102534491114,-4189.0,-923.0,-288.0,283.0,920.0,4628.0,1.3993100114998083,59.94940282319087,-239.0,-49.0,-15.0,15.0,51.0,257.0,0.01911634806086565,139.9675060548922,-4619.0,-84.0,-24.0,24.0,83.0,5151.0,-1.8505691571807137,788.2712675871052,-4470.0,-478.0,-133.0,131.0,466.0,6411.0,1.4535591073482108,1676.0397594967817,-14359.0,-800.0,-217.0,204.0,785.0,13093.0
19,-5.280661988966851,592.1763635051658,-2755.0,-493.0,-146.0,146.0,482.0,2394.0,-0.7859369010516492,861.7571322843171,-4363.0,-681.0,-196.0,200.0,682.0,4808.0,-2.1066815553074116,589.9455581680337,-2256.0,-495.0,-143.0,145.0,486.0,2169.0,1.0960317328044533,570.8034239950046,-2453.0,-473.0,-141.0,139.0,472.0,2079.0,0.10891485141914302,280.3873928823502,-1551.0,-221.0,-65.0,65.0,222.0,1458.0,-8.237212713121448,504.2907910910022,-2477.0,-421.0,-125.0,122.0,398.0,2950.0,-2.3484608589856837,592.9659754485696,-3108.0,-496.0,-147.0,141.0,492.0,3158.0,4.411126481225313,615.1817519553592,-3274.0,-506.0,-151.0,157.0,509.0,3468.0,-9.252148559998643,701.069815684642,-3345.0,-594.0,-178.0,169.0,569.6000000000058,3103.0,-3.3028449525841235,967.9220339125488,-4864.0,-793.0,-237.0,227.0,794.0,4621.0
20,2.2174630422826285,280.70358602810234,-1143.0,-229.0,-68.0,68.0,232.0,1186.0,0.6049899168347195,1005.3434678661321,-9138.0,-727.0,-211.0,212.0,729.0,8689.0,-27.859619006349895,1287.3960899335432,-4057.0,-1071.0,-332.0,345.0,1026.0,4220.0,-0.5697905034916084,398.45765529941013,-2229.0,-321.0,-96.0,96.0,325.0,2276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.586973550440826,746.7164785287008,-3199.0,-619.0,-184.0,181.0,603.0,3199.0,2.2089631839469344,566.8177081158121,-5466.0,-421.0,-126.0,124.0,424.0,5933.0,1.177713704771587,502.74245043293286,-2126.0,-417.0,-123.0,123.0,421.0,1975.0,0.5155914068098865,431.3485650002055,-2247.0,-347.0,-102.0,102.0,346.0,2402.0,7.112698121697972,512.9826170858565,-2870.0,-412.0,-126.0,130.0,427.0,2031.0
21,-0.5504574923751271,146.25979314732814,-852.0,-116.0,-34.0,34.0,116.0,669.0,-1.6292940939621883,421.1959479640706,-5004.0,-248.0,-69.0,69.0,243.0,4806.0,0.874335427742871,133.6358365415214,-544.0,-108.0,-32.0,31.0,109.0,564.0,1.1547974200429993,158.0837854979428,-930.0,-126.0,-38.0,38.0,128.0,891.0,-0.3385276912051466,92.64881325247742,-1120.0,-49.0,-13.0,13.0,48.0,1316.0,-1.183530274495425,271.9462154227253,-1569.0,-225.0,-67.0,66.0,224.0,1660.0,0.563957267378877,168.99265382524632,-1305.0,-122.0,-36.0,36.0,124.0,1392.0,-0.7076048732521124,509.10360884303407,-12322.0,-284.0,-83.0,84.0,280.0,9031.0,-0.7487541874302095,232.30008636350277,-1789.0,-173.0,-52.0,49.0,174.0,1584.0,-2.988366860552324,229.22849807852066,-1507.0,-169.0,-49.0,50.0,163.0,1399.0
22,-3.22149630839486,275.6851661561922,-1873.0,-215.0,-62.0,61.0,211.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69248845852569,583.5300637942695,-2342.0,-475.0,-145.0,156.0,510.0,2546.0,0.7113381443642606,190.13940334995738,-1700.0,-144.0,-43.0,42.0,146.0,1768.0,-3.538407693205113,507.84540140577445,-1913.0,-441.0,-131.0,132.0,435.0,1602.0,-7.33157780703655,344.8257284547161,-1771.0,-291.0,-82.0,79.0,269.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7969367177213713,430.02474630104956,-2339.0,-343.0,-101.0,102.0,350.0,2492.0,-2.259145680905318,614.2045880044633,-4141.0,-473.0,-144.0,139.0,468.0,3966.0
23,-7.659689005183247,708.5605944705757,-2751.0,-594.0,-178.0,173.0,588.0,2583.0,-16.13868102198297,2029.9729089203495,-8347.0,-1676.0,-504.0,481.0,1640.0,10119.0,-2.6331561140647657,813.2060340446598,-3391.0,-678.0,-207.0,204.0,674.0,3069.0,-10.893635106081565,866.4150729026995,-3432.0,-726.0,-213.0,211.0,703.0,3588.0,2.807236546057566,315.1065761637325,-1263.0,-258.0,-76.0,79.0,265.0,1354.0,1.7849869168847186,484.3294478471624,-1892.0,-402.0,-123.0,123.0,404.0,2180.0,-5.2036966050565825,355.1943767483783,-1270.0,-300.0,-92.0,85.0,287.0,1315.0,1.9063348944184264,399.9353003424875,-1324.0,-336.0,-99.0,101.0,343.0,1674.0,10.893685105248245,948.1847271744846,-3494.0,-785.0,-235.0,235.0,809.0,3886.0,-1.7137547707538208,1114.0433957790722,-4404.0,-945.0,-284.0,273.0,931.0,4775.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7049715838069366,951.4965553222532,-6902.0,-680.0,-195.0,191.0,673.0,6923.0,3.729671172147131,291.8849644199573,-1415.0,-221.0,-67.0,66.0,234.0,1584.0,-2.239279345344244,303.77018697436506,-1911.0,-238.0,-70.0,70.0,235.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6339227679538675,467.9486350750041,-1752.0,-405.0,-121.0,127.0,400.0,1726.0,0.08509858169030517,324.5484162002849,-2474.0,-255.0,-76.0,76.0,252.0,2776.0,6.08853185780237,363.4732297734992,-2150.0,-299.0,-88.0,94.0,312.0,1603.0,-3.5999400009999833,342.227758541,-1884.0,-277.0,-81.0,82.0,267.0,2054.0,2.523291278478692,570.4892268293423,-2665.0,-452.0,-135.0,136.0,453.0,3197.0
25,-3.2624789586840217,357.10032916112385,-1368.0,-289.0,-91.0,86.0,290.0,1536.0,-1.7552874118764688,779.171071843714,-6695.0,-557.0,-165.0,161.0,553.0,6574.0,0.18288028532857786,286.93154387572974,-1306.0,-233.0,-67.0,69.0,234.0,1177.0,-0.4521424642922618,336.38206821081474,-1930.0,-282.0,-84.0,83.0,280.0,1515.0,1.06,122.55923310272908,-273.0,-115.19999999999999,-31.0,32.80000000000001,106.20000000000002,301.0,7.891018483025283,674.5888438198185,-2641.0,-550.0,-165.0,173.0,578.0,2928.0,-10.669005516574725,527.6052046503668,-2028.0,-451.0,-136.0,139.0,429.0,2268.0,6.922684621922968,613.1662625576387,-2143.0,-508.0,-145.0,151.0,515.0,2544.0,1.196480058665689,347.2433962102211,-2102.0,-283.0,-83.0,85.0,285.0,1611.0,1.4777253712438125,607.1621489970065,-2804.0,-486.0,-142.0,145.0,492.0,2618.0
26,3.207829869502175,326.7150164481157,-1852.0,-265.0,-79.0,81.0,275.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7548374193763436,301.7739572278802,-1396.0,-251.0,-73.0,74.0,244.0,1567.0,5.817186380226996,467.16990920002445,-2446.0,-378.0,-113.0,119.0,392.0,2012.0,-1.8668188863518942,174.15232751577693,-1338.0,-135.0,-40.0,39.0,132.0,1584.0,12.662755620739654,727.2028306332402,-3085.0,-594.0,-179.0,187.0,621.0,2953.0,-3.836252729121181,591.3595710195139,-7311.0,-438.0,-134.0,132.0,430.0,8765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7933534441092647,341.3712649689321,-2591.0,-255.0,-79.0,78.0,268.0,2395.0,-0.709421509641506,684.7047411447277,-5327.0,-525.0,-155.0,157.0,531.0,3631.0
