segment_id,time_to_eruption
1045961446,9162774.00015193
1046125885,27022174.02029583
1046298092,16942305.34303183
1047440176,28558284.376705866
1047553323,13454517.061592745
1048071171,33746684.17177928
1049029417,24794196.60819813
1049179883,26176097.574997332
1049458669,28823996.7070415
1049490456,25935013.03275521
1049718151,5737031.156909765
10500324,24714916.97722696
1051297459,19137288.013987627
1051723909,30599666.4980171
1052096870,20692383.944646593
105231979,11372192.93885854
1052598935,24647965.164296743
1053288769,32629077.01141793
1053506000,10813476.762314875
1053709012,15108702.87802362
1054155456,12219049.694969099
1054183033,13764728.178307993
1055110288,28266476.890336607
1055280734,13539997.217535162
1055292020,24790084.779538445
105565188,16316228.842313023
1055715186,32642281.257545896
1056283823,37720200.13665367
1057143322,32000886.88291199
1057565195,33806771.34256468
1057891675,36879892.41366737
1058184184,25163771.357950877
1058754098,29698217.78682693
1058988926,37817277.402380094
1060658700,4872012.947425701
1060731119,33223245.851288017
1060942736,14674970.712522412
1060953646,30359640.336412914
1061777512,37418271.50842101
1063352576,23814345.36696136
1063492083,18491385.878401883
1064227773,34485049.73330457
1065071029,30129248.55528382
1065179054,24211976.221508108
106530242,18927628.311264683
106558646,4136897.2346779364
106685184,22415443.549826484
1066858964,43598063.486227386
106705133,7804302.427015971
1067398856,6044059.858736884
1067885278,27632152.429158006
1067970,26063863.78794101
1068098496,33250970.16485236
1068298311,13515153.980117967
1068515581,28233417.59984955
1069211376,45746683.85063643
1071550768,22263935.759286284
1071673479,960110.8051238991
1071727846,19819893.45353141
1072278088,21684681.843084276
1072995306,9697915.914067538
1074297431,29439023.772943467
1074331622,23315551.245177027
107456883,11264134.683179865
1074855139,4038359.5199463107
1075283470,30511626.252018586
1075411242,26082237.913079947
1075732342,37639057.31157834
1076096350,13171582.116737492
107666202,27416889.519734662
1077472023,36491708.057917155
1079683965,6569614.098346544
1079951835,28873766.581155557
1080323153,22516703.377132706
1080844241,37452169.8051664
108203668,32359902.86732508
108213146,29776813.712430347
1082262945,32862522.68125218
1082864378,25226045.202672355
1083707533,27859233.892473876
108403661,4904462.152058835
1084397983,24509982.336288106
1084431292,37160899.07206444
1084581069,19456147.01386137
1085038607,5884442.672277622
1085084497,33981366.455128506
1085229280,20917063.93341534
1085510648,49175198.50505901
1085881951,18997830.33898445
1085882007,25936856.085674737
1085910515,14746464.584025068
108610409,13597798.478332834
1086569026,19372690.575371232
1086820883,15427711.296790296
1086962283,27151424.49312111
1087163936,13508631.822227292
108734762,21038512.862985104
1087612350,22050834.848458625
1087681649,26784881.14688083
1088360907,22322622.092355013
108885370,23722413.876044627
1088867007,23471267.087989334
1089106361,28798483.896919318
1089622428,26936987.414589792
1089767427,30092274.74349743
108980580,23298679.03055041
1091470526,22819694.670463488
1091631666,31928721.895661987
1091745945,3356286.5366616156
1092124990,10629602.662366338
1092555354,32933857.80485873
109341864,24828652.826725595
1094588886,22960759.10644257
1094824382,28819217.272405166
1095039261,22479464.025139455
1095263306,24870711.813775357
1096077505,24173867.30204895
1096565436,13029208.903792068
10968059,41023871.101064794
1097472544,37125856.52596075
109822679,9555118.889342029
1099056611,21141991.299127545
1099388776,4060581.7606699755
1099472249,24354377.463972174
1099564840,13014620.381981615
1100048277,23567906.836126924
1100276687,6514272.196283788
1100541264,6641296.987802933
110077966,34317148.87473435
1101672261,33496899.51112172
1102273593,28195766.93865458
1102402906,11010347.869044783
1102541950,24742246.011763968
1102809614,28531645.26905675
1102814669,25845579.55178293
1103082804,37873515.17052539
1103286910,21823435.439865816
1103368940,38121863.86720486
110350278,20736742.3760446
1103540935,5798938.152482007
110368744,6891379.6945811855
1104014396,466317.91190411523
110406323,32820721.710855424
1105331011,37431617.22322337
1105982863,12114764.831855403
1106241100,22850598.42069051
1106563471,25538787.900410704
1107289052,34671014.98849215
1107461160,27650411.61404882
110836519,18471420.197565258
1108430240,34208532.41300393
110897870,30431528.97038672
1110364836,25623674.10085363
1111519643,29238208.543218423
1112589641,29479533.425751723
1112725405,20221942.937695723
1114166998,17740399.45134286
1115292010,25648446.336005066
1116004069,40703346.77447409
1116487834,16929328.65779385
1117004656,21482120.537336554
1117136867,24803339.033161443
1117195616,38746158.11144226
1117947416,26058172.23905546
1118238925,12252119.993037075
111846917,43702168.4875455
1118482512,8037946.972538752
1118815295,10240267.00153571
1118878688,2620605.8122177557
1119261733,26183331.57415341
1119530134,36153791.35429306
1119629515,15236477.003165849
1120000702,24373155.549965896
112044852,40870418.92483285
1121880142,21984296.585203968
1122235886,31086245.468164794
1122555066,28998463.615730472
1122574109,9949782.593414742
1123664964,36939942.1118955
1124294151,22309801.48160637
1125699550,17418889.37888056
1126221533,26157952.626226902
1126641381,22896039.394168347
1126757306,15531556.098386472
1126796520,10458828.849008657
1126811259,29614943.869466107
1127832368,24254149.494123664
1128226922,15566614.860534701
1128498225,28015006.673197716
1129027163,30555622.7711969
1129221340,32359696.048873454
1130257145,22698972.921126407
1130720014,34862567.91189498
1131027065,3233953.914074489
1131427620,39230113.15874994
1131523873,33156923.314616952
1132295917,19533571.824430488
1132486761,34526344.07506155
1133082361,22350787.043414626
1134509383,26753616.50207222
1134521236,42428339.83259482
1134779082,9219593.21165311
1134883832,37006468.58891883
1135419607,19943746.96110837
1136836722,29128860.39561695
1138013832,14990113.332015567
113804746,27387482.642200105
1138064736,35738020.76988476
1138211675,20959195.78556466
1138486916,3138128.929513284
1138681044,8190059.674117667
1138720460,25705936.391952228
1138882964,26505617.79304631
113905839,7713492.765573583
1139237569,5107935.985742241
1139538400,10721413.319608457
113967173,29540739.631259166
1140820511,33170226.162862644
1140974500,11990524.764292223
114150551,30001046.528870855
1141520169,3702246.9295854946
1143001734,33140426.538472
1143047042,13834105.488594282
1144429601,11954818.735100422
1144656675,27364083.478561834
1145920557,21980181.100612007
1145967559,27021610.44099218
1146131621,17345449.039466083
1147881605,40610263.028139666
1148019708,29798671.553410653
1148541354,13927612.297996264
1148886023,31919965.70574398
115061644,29032078.62558932
115078097,18156849.671430536
1151049976,26503579.03686972
1151284420,20469468.550496172
1151324021,10230595.473438667
1151780520,46648108.6813298
1151992282,24293153.345514935
1152013551,26562303.68259213
1152212686,10280394.287057642
115221470,21683174.242618646
1152668140,24617248.855575025
1153463658,28592476.41852394
1153586106,12132902.036105571
1154474865,34124450.74427943
1155876159,36087213.79554888
1156025460,24985277.700632308
1156133043,9299100.73987817
1156478311,9510911.643986396
1156548075,27953417.22665877
1156784512,8064323.420062162
1156966312,12547696.077738047
1157350549,34554021.67833689
1157443909,13556028.339363262
1157809969,15695440.030139765
1158664242,19982586.482609294
1159089979,8940090.479385737
1160053013,27016500.9973422
1160686668,21412872.82557134
1160906376,36539995.23589492
1161198334,20841324.321349382
1162694155,10899497.261425924
1162779364,17614205.01739642
116365849,25875524.394002073
116412859,28662390.15446642
1164570156,40078581.10140256
1164715267,46098729.58836459
1164876923,17006200.6608173
1164894495,8753054.888669344
1164972263,11338270.35407933
1165406994,16381953.046697931
1165584264,33616357.441704206
1166172413,1157986.0705588677
1166895244,41471594.6165215
116714199,36458090.49866931
1167639431,24403201.89456935
1167794399,20675811.59274329
1168308277,35459346.61964286
1168445787,26927797.683082104
116873459,28494643.906811535
116932311,29221362.405087918
1169334826,17418842.516578257
1169693633,32513472.403672703
1169771634,34268718.923582435
1170310305,25350517.880822945
1170579868,5280823.980062628
1170773819,20050615.462482635
1172563804,10155698.67213644
1173152518,33412220.644684568
1173279604,26585546.32879656
1173338218,9208457.346050464
1173516975,24551872.719861846
1174872667,28128522.1014409
1175203365,27520408.807803806
1175487443,9530902.353575198
1176993573,22824183.2767043
1177210685,23307821.61239285
1177454800,30755312.928514563
117774602,26957377.1330622
1177765216,12676083.107095044
1178028129,27489672.452136975
1178264982,38319578.04050873
11785683,35118889.5002432
1178816469,23145875.031432424
1179315785,31695178.425641883
1179497817,38661095.4308714
1179944784,16907518.13303431
1179960916,34718423.494496755
1180454807,36679691.96364013
1181120822,14952977.401048345
1182519191,21653904.541605476
1182614734,19807591.048797697
118297093,19577968.036870446
1183225535,7321603.32209788
1183600513,24884856.873704556
1183713026,25561940.256197397
1184105273,19296667.820104077
1184367501,20232916.681141306
1184815546,32662933.01819783
1185025081,30953426.10163812
1185534283,17225345.953579564
1185885556,45554924.97388627
1186834536,32036412.357971486
1187497833,30343588.902034547
1188079800,25160463.319233663
1188186067,40265781.356841
1188231063,33284548.709032126
1188467144,24305831.501248162
1189196490,26562374.618523907
1189198101,35822317.90591403
1189882633,24607737.48564732
1190040870,33480771.17509774
1190219966,34694798.661240816
1191879879,29748852.25091337
1193115461,30007315.00670646
1193187793,6794116.56294222
1194642850,19781938.340349104
1194958720,4384699.545154464
119542887,19094303.407128096
119569312,29350550.77563729
1195836508,29396047.34929341
1195892797,24660142.119164545
1196305060,31799369.56740373
1196386464,26350440.19727913
1196398313,16644425.657029672
1196810623,11804192.583442137
1196813450,30226613.618830565
1197090770,33522449.73383529
1197154274,29230432.481681127
1197328245,32665857.53800086
1197569463,11944109.900073405
1198404856,34118034.373134755
1199075201,30887938.09385582
1199480876,2830666.5133324307
1200859428,34890507.150324546
1201893930,29211658.785429638
1201963444,42077883.34465663
1202160868,25926898.477837566
1202189440,21671220.47402825
1202750543,40142165.91622109
1202918770,27404955.419707365
1202937149,26723837.368161455
1203069519,39442786.34355925
120316657,30347835.467781845
1203373488,25172721.902889397
1204016583,29514714.732715435
1204128117,32232327.784214422
120454717,37199423.831826106
1204737237,5306643.652235744
1205091053,26171971.138383556
1205814686,715185.9060241877
1206024018,31148957.151284065
1206424468,24024030.336051095
1206756635,931782.9688592572
1208065896,25372322.88184866
1208252310,29623640.60461941
1208345452,28638873.63005381
1208430866,21395765.791698862
1208675647,25453847.667189226
1208691081,36009856.19178888
1208693295,4792439.814715353
120889622,15040263.175215665
1209606062,23609707.084625605
1209790776,25652807.770935915
1209871661,26811489.365799587
1210342871,35409956.23527615
1210515418,38336630.10758209
1210587430,27242247.66357227
121085860,27494764.575038526
1211230421,8185251.438192821
1212010438,23493688.67312661
1212038117,16449254.66955841
1212393638,9238239.5183856
1212871042,27220674.870396376
1213127443,8093530.995605058
1213666714,29394216.940785374
1213765725,32450371.925398044
1214044895,17944642.712453466
1214397068,17213434.94870807
1214512952,21922800.19466139
121475135,13962200.2808695
1215991037,5384976.133466068
1216072355,42743704.050856836
1216317941,16773518.971190156
1217410402,22134335.294682
1217791119,11672538.90294076
1217958703,19728048.372939225
1218603542,33193668.196671546
121911992,35222493.90723881
1220297658,36269917.25694904
122051198,23034416.264886316
1220917059,24897085.732596036
1221258426,16112929.267513936
1221362931,18956503.417851675
1221381426,28600832.626290616
1221406995,41726690.62028435
1221742539,23562853.65478601
1222133853,27366945.0808537
1222630615,25629570.959737137
122338420,2790484.649203051
1224205322,29577166.870927256
1224736611,34199039.66055992
1224847193,18276080.73373619
1225450532,30320379.785827707
1225520998,12711663.11130444
1225673768,16559400.249786418
1225840812,8624746.620166758
1226855510,12279371.575391999
1227089589,22335033.409263223
1227183385,44320264.28123791
1227712146,40689344.53751572
1227918139,34416778.89435938
1228233821,20342214.778579615
1228313403,5387099.946621386
1229009812,32567082.358340986
1229431653,21836504.5700924
1229460419,29319587.305271327
1229817590,23880356.738885533
1230316532,38245098.239198856
1230560682,33152868.427241027
1230621880,40320150.38225364
12309827,21012878.18453127
1231226440,10097058.33840559
1231697079,36492039.24161854
1231863231,12313282.51624812
1232186307,9872358.370804813
1232310261,37786026.97139886
1232747090,19488014.952441774
1233060596,18272912.758058112
123334209,35632316.59387742
1233647449,30298842.43402602
1234678578,5049730.587455313
1234833384,24865315.768791854
1235576648,22725602.437024303
1236374724,31012801.97348542
1237182936,21307179.93232538
1237264265,34512362.106484115
1237489984,30048217.334097467
1237986882,25958776.838850576
1238101011,28571754.965747345
1238654489,11226890.966256306
1239295802,6497758.571121646
1240184920,4232165.732865516
1240454739,35279018.441975325
1240523415,20204713.187776864
124066139,36079268.78156274
124328628,23716568.512251195
1243449859,13811312.993050281
1243513614,36706915.79453571
1243704000,22989672.129624974
1244408534,26372675.066417076
1244455578,27454766.88266608
1244480043,34645998.28858808
124472978,5402752.601750319
1244975691,16336407.255610554
1245849000,26864001.787153453
1245928502,15425700.510696867
1246132974,21323111.285944846
1246200476,17086193.035487127
1246951286,37761314.170836866
1247221245,6264391.843936439
12479934,27392553.395505138
1249055479,14804894.85883257
1250068289,31117115.721641205
1250716365,4106687.5576658947
1251107473,24980805.98235297
1251617657,27103235.98736091
1251709691,22566441.93124528
1251949974,18288483.096148513
1252094896,14614128.329000073
1252411470,21304278.191731393
1252611069,32918506.33503932
1252816216,29068971.911697138
1253194264,14313088.035342518
125372216,28429460.284883283
1254351455,18903246.08238186
1254516631,4768432.694143987
125491337,23295159.439935025
1255059548,33516193.00484803
1255398321,24610671.793857288
1256099564,14424922.727706421
1256445965,21785638.244903028
1256468646,41637153.250053324
1256728657,2912876.5412431187
1257383754,40046383.94796466
1257421212,21041517.330122318
1257915194,12143130.243746804
1260137433,15170939.701943941
1260653598,27413031.491028916
1261276830,29494711.51363874
1262162310,23491262.960106235
126243235,19364114.250239223
1262638334,5770342.361827279
126292191,9987622.280311434
1263184114,15641461.070349202
1263186436,18666224.42856445
1263652588,12521073.027052836
1264252775,33982271.34356013
1264402606,11154550.592581835
1264405485,34326229.08169798
1265147,36289475.281472385
1265410353,28260888.326410055
1265787223,23449109.39814875
1266205757,31763949.19539378
1266853094,29647863.224475536
1267527309,25121635.30265501
1267843838,23634949.375892423
1268690857,32385506.499322362
1269542859,25000795.197875816
1270927994,29160260.00288566
1271131167,21767463.412638545
1272815573,-442154.3207970395
1273060998,9400171.420200408
1274209772,21154063.22899811
1274283106,22451650.207364116
1274360676,10246232.873202901
1274887758,29960241.381079555
1275399938,23298457.219024766
1275413550,22770719.849125322
127549365,12590415.276504766
1276338,29873207.01647018
127685374,1921778.0565815214
1277130036,36744622.34603575
1277779429,9135378.877639739
1277997835,27206558.779257827
1279207185,21672244.169399656
1279452497,11923018.405325897
1279922883,36812520.58509167
1280326574,18743573.57815026
1281123698,36091714.619144924
1281132907,27657887.977345493
1281187412,16302965.083336502
1281617406,33958432.89663443
1281716818,8275418.5156791685
1282090367,30022275.957753934
1282708307,38412992.42143964
1282984514,40874351.411753535
1283139706,25718541.633721624
128322819,17510093.876637172
1283350450,32829251.712773982
1283948299,17991719.75574005
128415011,26901569.578003034
1284551049,23356820.706613146
1284692270,22967967.87641336
128473770,3595953.82278575
128534378,31467048.952893157
1285815102,18884974.727065593
1287137774,1433374.582803939
1287599105,18202777.56607359
128760129,20462898.133467734
1288024296,31281856.17189772
1288083028,27481360.721984666
1288164725,490424.2580479483
1288235950,14324627.868113438
1289291739,32748546.58356872
1289430353,11158261.68162772
1289817070,29927367.59685202
1290135368,25237909.48574092
129024523,29430753.247797765
1290851559,46734144.35366306
1291664322,3154936.6258084457
1291843132,6199832.119636336
129209722,16720514.897003556
1292224522,26309419.469078504
1292953870,26530757.54239905
1293152996,19635225.825931527
1293280118,45838898.815095626
12941029,30422186.95328728
1294349518,11382360.960223999
1294404640,22063373.1620127
1294425641,16547239.682954462
1294498545,24578048.049893368
1294967747,34148544.84146139
1295122573,26039497.48874696
1296026079,16682180.182287613
1296158394,31144328.468107242
1296378285,19507298.209759753
1296616398,20044244.315423127
1296705698,15458904.828422295
1297979214,45251820.63753536
129821472,24744361.995553814
1299169709,46588338.07186571
1299437625,35574492.651174165
1299619501,34135074.03071865
1300752555,22859877.348208237
1301030900,13979447.395550964
1301700701,28171377.9677569
1301915877,13522706.197694087
1302063280,31235770.859837994
130210548,37066920.25180885
13022798,17409769.36026756
1302388192,28545971.002415664
1302631485,35824585.93425677
1302863623,28442964.714959655
1303008801,27531452.61469795
130333675,30271019.065729685
1303545427,21185119.879760068
1304019786,23239781.689084146
1304076841,29020742.710376814
1304946705,31839596.713495433
1305851255,20484784.492828894
1305945063,22905312.59702668
1306118272,9220233.606649043
1306242007,35032378.3667826
1307673564,18226141.330200735
1308361192,9456319.284734642
1308712772,15010962.079760043
1308811067,10434683.97044583
1308854999,25098118.475575633
130896653,25580586.115991592
1309569449,11395446.13456141
1309590666,31166420.809426054
1310168063,25210382.933167115
131090356,15071098.060819179
1311553769,13501965.451321807
1311908023,8782263.122451352
1312106331,33146073.69729107
1312332530,28857517.446578883
1312603078,19060505.139604133
1312731404,39880596.65989334
1313426874,22070048.01620568
1314123130,12029030.580928091
1314512504,21301970.55092691
1315244095,23805175.254436765
1315470937,11417827.1214752
1315982675,32283099.55263701
1316186762,29364753.35440443
1316204196,27122335.04227876
1316609064,12613719.39778046
1316644727,12201811.269323481
1317306670,22737743.88428435
1317882125,22734257.299745835
1318012271,31857993.836507346
1318147806,29686963.250046995
1319168929,7962152.549943944
1319689782,6897920.067043851
1320127499,38242104.27127044
1320635088,25741609.72437422
1321225096,8735656.010541657
1321624749,2947563.123131424
1321696706,40115039.46548866
1321858818,31638697.986252673
1322512722,25213146.744170666
132297482,43104753.00331827
1323927568,10353248.824977873
1324100857,31868746.778935734
1324381186,29116609.952563234
1325213280,37799634.890229985
1325850373,21937001.09657738
1326205055,15824350.94890937
1327493309,9339469.122821754
1327774555,20586704.09117393
1328322443,5422667.1474877605
1328802193,9416243.666276552
1329023921,35132280.94368968
1329259932,12115819.095293544
1329772894,29427194.292759907
1330314744,5149622.609994379
1330753679,36101772.13984253
1331009800,36463457.81441114
1331215036,32565637.95243084
1331804527,21900618.182995636
1332537675,22691502.479960695
1333013176,17542212.34431167
1333323193,12125759.398177618
1333513152,40972057.06352352
1333545021,19655426.107996043
1333811033,22565659.10015609
1333992399,25669462.898558255
1334762914,13347517.659403617
1335281249,20021955.332641974
1335443111,3622260.2192095863
1335544887,14546153.37229124
1335592412,4261396.967035737
1336360883,4354664.003442136
1336389594,24168024.819342945
1336810376,24117119.228061814
1336932904,4475929.068495724
1337078502,27409126.87825527
1337120960,28291715.835057564
134044657,19833210.667271145
1340521330,24920204.44835077
1340593979,30887361.692560352
1341207041,9538875.965029338
1341714481,32175689.073582556
1342868804,19074198.490350332
1343063973,15159074.667415896
1343502374,32170942.287186574
1343567386,27665366.75920892
1343811983,26019406.615839005
1344008167,26228755.588624246
1344448641,22352404.629227083
1344586253,31240767.737029474
1344716673,8351370.257659399
1345065235,37016179.85162826
1345245728,1894873.8751205683
1345654845,23262094.325356107
134590404,18957255.98736625
1346237879,37206000.9360831
1347503350,12280341.531885635
1348208306,24681988.331862517
1349180719,19719997.91297772
1349669233,30182804.638977874
1350435525,16303460.31501947
1350879005,32483228.824240364
1351186604,27093331.258909438
1351632859,32361399.310342856
1351904166,6601245.3113312675
1351961112,26690106.291589487
1351998743,13317433.696466515
1352181090,25031592.114383463
1353473193,8960532.39164367
1354044881,8849501.873829376
1355862692,9384845.9355549
1356007766,29094896.856183194
1356168880,13150250.821804864
1356327004,36000751.72846708
135642091,30051243.528501485
1356918776,16717653.09004152
135705762,31835779.8383397
135816064,28442099.324399963
1358830044,16824215.184757408
1358974205,8526354.678153588
1359002610,27881311.467704874
1359515169,19830580.666090224
1360170550,32031431.58507361
1360300646,21834186.421210285
1360326854,21833039.952349488
1360402311,29413359.451750495
1360466594,25851432.926298574
1360733521,9410172.364000846
1361016026,18350177.498408776
136155089,28612045.983548056
1362292428,26201561.66439296
1362716105,13057049.200961536
1362822131,37530074.73070287
136297561,10554321.553583872
1362989536,38893690.642862685
1363462618,20658866.81165093
1363565700,28137830.83120534
1363797837,12343061.134351568
1364983245,22002769.34565723
136533490,23827534.983594455
1365951335,29735528.052576836
1365998277,27470879.565807473
1366879861,1811119.4332830221
13669521,33266305.332319435
1366978345,11138892.031620162
1367860644,29769938.178926796
1368305183,25400688.10222777
1369498051,26021008.61335824
1369759542,2216808.361500233
1369958580,24946460.03808404
1370551843,31093064.006212212
1370772080,29306774.030406576
1370908966,49060180.240722656
1370980885,19048560.874846846
137125909,28801695.81295967
1371289079,29004292.847075153
1371295798,32676729.341970447
1372148138,23557264.39045848
1372668436,31204872.067183375
1372939585,26857607.135308083
1373056245,7879395.60575249
1373412871,31028490.798200447
1373525850,2165433.634220889
1373993427,19580381.85357789
1374720335,7739585.47366689
1375899592,23609834.449790873
137703328,29345456.68058765
1377072367,10714567.262421273
1377245819,30555802.11260343
1378327367,49046534.01765443
1378437661,37625724.60201966
1378554226,21147074.21801629
1378707340,31591168.90095578
1379155774,30350659.16872186
1379169508,25701872.23957415
1379539742,27195715.79963034
1379768967,24845032.53150353
1379824798,14331009.869064014
1380132238,25110396.371215314
1380260777,31181869.57412183
1380303573,31305888.552974947
1380675396,18503553.938026726
1381448451,17156389.339023653
1381499723,9387536.511908704
1381951281,25089916.2104088
1382153721,807768.9279912092
1382419218,41464988.602499895
1383201916,19285501.818397492
1383490675,30370192.77521306
1383643471,23811173.736219868
1383916122,38007024.99587317
1383943962,22883452.10645954
1384017339,30600479.698777508
1384184338,17165184.427479494
1384490774,5733553.012036544
1384646559,36539397.621341385
1385238075,1108117.9735833276
1386193754,34638192.11986443
1386787318,3503748.6066935277
1386819002,38331292.395281
1387075985,26696154.687408924
1387313935,27338143.34600917
1387535498,46190745.36645136
1388113614,26956305.50619997
1388340073,31592019.34293402
1388664511,25860105.88227858
1388805125,34883763.85394919
138905402,12721773.169471866
139000518,34826281.814409636
1390844290,13504802.710870672
1391972105,9221186.103682023
1392908532,-71639.38174301539
1393112843,38123286.707388945
1393113906,37963255.536875285
1393464846,26956521.578835554
139364004,26307996.938251298
1393977864,35060460.93678985
1394501149,10207338.109524207
1394944877,33518214.828574914
1395855517,23911200.4607853
1397101285,13891133.987847207
1397632023,14062639.520961741
1397934669,14646547.620488694
1398288110,23580816.396979257
1400163337,6826195.269622514
1401190092,35448394.18126361
1401260814,30036368.47839742
1401453180,31126464.372819163
1401492851,39968139.58491781
1402110978,28834179.429241315
1402939665,45199038.526046515
1403784174,19411764.406787287
1403887773,27134249.178299956
1404157831,27309375.012741126
1404653895,32957758.236243393
1404725415,2161911.835732535
1404894128,6544255.726513351
1405352188,16571134.024502229
1405357357,13568897.96705924
1406423940,24057562.416326985
1406712191,17223103.239194874
1407885779,32720926.722919505
1408309593,20773613.996741664
1408309914,23938217.45237319
1408381258,5697198.878924225
1408809043,32556645.50910295
1409034985,27000555.260196928
140908408,19809672.203419242
1409352707,21808388.600337997
1409795448,8164580.084253181
1409812663,39236420.35170361
1409819982,20927704.586752646
1409834623,27710674.109612294
1410465004,25012978.488517918
1410469104,21184351.54534613
1410622800,37382135.03241788
1411261124,23710977.74813256
1411320904,20681075.57885747
1413109088,28544811.49827771
1414827062,26494987.228962053
1415551121,28564860.125492506
1415878840,35760652.53087743
1415911189,29282755.30059023
1415947776,22796009.9867472
1415985021,8818841.361098668
1416188445,19610133.344382923
1417213302,35416335.65031746
1418151207,24885037.904708687
1418346061,26015767.01510576
1418743667,15214113.762748351
1419737241,38024337.89436643
1420713001,19963653.165379785
1420849171,32732804.174019843
1421347320,3798273.8703090805
1421504701,30651942.841609336
1422080351,27974172.568293974
1422189334,2405694.760953273
1422990242,29455524.781127598
1423045565,26782653.407602485
1423495308,39668510.22477524
1424594455,23979208.913278155
1424878708,29957894.199627813
1426139538,20418208.289883554
1426419707,13625010.776261318
1428366870,28460718.512492
1428421503,27764320.162947826
1428678345,15036094.685247058
1428779146,33941576.588667
1428927390,9026301.82713718
1429007187,7066606.949518621
1429282372,36732580.12516506
142954907,13530567.706728864
143054339,32160910.857400678
1430680793,31854660.16189144
143086312,17842240.128782354
1430964180,31951047.665604953
1430990548,32817120.270985365
1431269886,24299626.3231251
1431785815,24137032.034684543
143218394,31751190.32560744
1432243469,33326941.98272219
1432892145,34163469.04063815
1432933730,29095668.522567812
14329699,24920378.36744012
1433376354,38779161.9743255
1433691788,42291222.64296773
1434403193,870308.5270487936
1434791325,20392631.805647887
143490047,31216418.27731904
1435121390,35328814.715319365
1435328513,21440046.811787654
1435630017,27920665.394463733
1436142023,19051030.004081406
1436482509,7024083.189304684
1436859218,19636051.28314057
1438500383,25643238.62508843
1438829721,5787826.606915506
1439043900,28247910.01108214
1439119226,14197934.465433624
1439182190,4366442.156809248
1439521782,25121322.7949
1439676215,26718583.699043557
1440669915,12236924.595014846
1440786471,29240123.95528471
1440793807,39878485.462558776
1440936021,7766563.171294538
1441087922,25026139.96665218
144171772,26726338.036140963
1441784238,21200048.758577067
1441883863,25528582.397279117
1441922145,18908177.421467967
1442380919,36398665.710052714
1442677643,35538021.61572313
1442757180,23862867.300315
1442977400,17416242.74153686
1443195965,31525002.27398556
1444787435,31562862.74071391
1445218225,37557535.90157137
14464594,8774922.918129204
1446997687,26424246.747368246
1447365896,38061882.67718297
1449001100,36665307.69288884
1449650059,17457538.218792047
1449737778,9377198.547644759
1450458672,32078879.250745006
1451467100,14359490.41537249
1451735209,34286633.35523392
1452361658,38886562.37760087
1452379811,10841279.542331327
1452861350,38126926.534891084
145452470,12092433.008508824
1454539032,45658279.23123144
1454574812,14909279.690389324
1454666803,27527515.340443842
1455018552,18190988.053712897
